,image.name,X.x,Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters.32,area,circularity,X.1,X.y,Count_Nuclei,ImageNumber,Texture_AngularSecondMoment_3_0,Texture_AngularSecondMoment_3_135,Texture_AngularSecondMoment_3_45,Texture_AngularSecondMoment_3_90,Texture_Contrast_3_0,Texture_Contrast_3_135,Texture_Contrast_3_45,Texture_Contrast_3_90,Texture_Correlation_3_0,Texture_Correlation_3_135,Texture_Correlation_3_45,Texture_Correlation_3_90,Texture_DifferenceEntropy_3_0,Texture_DifferenceEntropy_3_135,Texture_DifferenceEntropy_3_45,Texture_DifferenceEntropy_3_90,Texture_DifferenceVariance_3_0,Texture_DifferenceVariance_3_135,Texture_DifferenceVariance_3_45,Texture_DifferenceVariance_3_90,Texture_Entropy_3_0,Texture_Entropy_3_135,Texture_Entropy_3_45,Texture_Entropy_3_90,Texture_Gabor_3,Texture_InfoMeas1_3_0,Texture_InfoMeas1_3_135,Texture_InfoMeas1_3_45,Texture_InfoMeas1_3_90,Texture_InfoMeas2_3_0,Texture_InfoMeas2_3_135,Texture_InfoMeas2_3_45,Texture_InfoMeas2_3_90,Texture_InverseDifferenceMoment_3_0,Texture_InverseDifferenceMoment_3_135,Texture_InverseDifferenceMoment_3_45,Texture_InverseDifferenceMoment_3_90,Texture_SumAverage_3_0,Texture_SumAverage_3_135,Texture_SumAverage_3_45,Texture_SumAverage_3_90,Texture_SumEntropy_3_0,Texture_SumEntropy_3_135,Texture_SumEntropy_3_45,Texture_SumEntropy_3_90,Texture_SumVariance_3_0,Texture_SumVariance_3_135,Texture_SumVariance_3_45,Texture_SumVariance_3_90,Texture_Variance_3_0,Texture_Variance_3_135,Texture_Variance_3_45,Texture_Variance_3_90,classification
186,Case 3 A17-32230-20244,91,145420,149535,13.86833191,14.26076889,1698,1.557798165,53.9057715,0.086612597,688,91,337,36,0.026506943,0.023462217,0.024768061,0.026141553,4.138844997,5.645062886,5.140808928,4.255590605,0.463485256,0.268024498,0.333405154,0.448131096,1.590163701,1.723610839,1.678579664,1.603622135,2.010072831,2.548088082,2.453836336,2.041318375,3.856838908,3.945185852,3.911849691,3.868242573,0.106486684,-0.075774169,-0.031585174,-0.04822434,-0.069886532,0.511848704,0.344884473,0.419259305,0.494297562,0.500836344,0.443733708,0.471206521,0.494510883,8.287085463,8.285172015,8.285174892,8.284455153,2.571162724,2.521503382,2.541585537,2.567289993,11.28973833,9.779038324,10.28327337,11.16685955,3.858495009,3.852615129,3.855331524,3.853563976,Non-Viable-Tumor
187,Case 3 A17-38169-7823,92,92326,182966,8.804893494,17.4489975,536,0.491743119,59.52052239,0.177213829,689,92,226,37,0.0343053,0.033729386,0.034754088,0.038506535,3.62240221,3.901073538,3.371601846,2.417365213,0.184096829,0.121404318,0.240648839,0.455594051,1.52224953,1.550271051,1.491225064,1.357457223,1.461397826,1.534145831,1.364840635,1.042681723,3.51403342,3.524873214,3.502622713,3.416548728,0.14315763,-0.011268098,-0.005185937,-0.017777434,-0.066483603,0.197585257,0.134765096,0.246766667,0.457601752,0.46411692,0.448282864,0.474126028,0.532933748,6.564851019,6.565450707,6.565468933,6.565062401,2.230533888,2.206160513,2.25095443,2.317439177,5.257086507,4.979173542,5.508611191,6.463378677,2.220145052,2.219312188,2.21984136,2.219696089,Non-Viable-Tumor
188,Case 3 A17-38558-18797,93,57180,165064,5.453109741,15.74172974,152,0.139449541,57.17105263,0.200251504,690,93,204,38,0.050732647,0.047968615,0.047894247,0.049667111,2.328893051,2.681250066,2.707981555,2.467050341,0.333174479,0.232188035,0.224539932,0.29360562,1.354404284,1.409802459,1.4137567,1.377464258,1.111671892,1.217699298,1.225551309,1.155975138,3.222247503,3.260235382,3.261329128,3.237703577,0.129793698,-0.049694434,-0.026682123,-0.026017962,-0.040442445,0.389168458,0.290506511,0.287048425,0.35370693,0.563491591,0.53286016,0.530640796,0.5515271,5.97383176,5.974554915,5.974560671,5.975538114,2.154179718,2.123079726,2.119445827,2.14129708,4.656111371,4.302879558,4.276194408,4.51785683,1.745741594,1.746036561,1.74503195,1.745724447,Non-Viable-Tumor
189,Case 3 A17-39258-10719,94,49539,142700,4.724407196,13.6089325,193,0.17706422,59.72020725,0.154276845,691,94,326,39,0.057875673,0.056246751,0.056874898,0.058068488,2.29722794,2.675936576,2.465616759,2.24441609,0.236098448,0.109724745,0.179702456,0.253654997,1.33565725,1.393941328,1.359833873,1.325356142,1.002202557,1.123491063,1.040311881,0.977279885,3.108687269,3.130694773,3.120851534,3.104222044,0.108909666,-0.020587393,-0.006299881,-0.012571773,-0.02339615,0.25024409,0.139972187,0.196761079,0.266181308,0.541838046,0.512363312,0.524489512,0.544408258,5.39200137,5.391501294,5.391508968,5.391701993,2.036148875,1.988152371,2.01365753,2.041630007,3.717232598,3.335544809,3.545900826,3.770003606,1.503875559,1.50243692,1.50297447,1.5034319,Non-Viable-Tumor
190,Case 3 A17-39482-17002,95,60769,152119,5.795383453,14.50719833,327,0.3,59.63302752,0.127451654,692,95,293,40,0.048657673,0.04671989,0.04486572,0.047206989,2.334827987,2.670530035,3.122817502,2.54891899,0.364897843,0.273755654,0.150754223,0.306932098,1.348768382,1.401335701,1.465009196,1.383271002,1.072454829,1.189671474,1.335065391,1.14021848,3.281868577,3.315728345,3.345344025,3.306357522,0.106693354,-0.04723136,-0.027135929,-0.009511963,-0.032827407,0.383153344,0.295258274,0.177404067,0.323246485,0.55249732,0.527437568,0.497050974,0.5346784,6.056634886,6.05613747,6.056142266,6.056961045,2.194525004,2.163815238,2.119282139,2.175219912,5.017777584,4.683826553,4.231513605,4.806547654,1.837476831,1.838608354,1.837256868,1.838216211,Non-Viable-Tumor
191,Case 3 A17-4064-3304,643,42525,104262,4.055500031,9.943199158,300,0.275229358,58.32666667,0.115355112,96,96,200,27,0.344773108,0.329185849,0.324373099,0.348131546,2.543624893,2.987122533,3.106978716,2.454775878,0.522431205,0.439371445,0.41686802,0.539154409,1.181172807,1.24350733,1.260586535,1.167497129,1.827116299,2.088896939,2.149382268,1.771846041,1.99324807,2.032775932,2.043525644,1.983870233,0.201005458,-0.132514099,-0.096133025,-0.086037804,-0.140453417,0.496620223,0.430990489,0.409906343,0.508896208,0.727769681,0.705107731,0.697606393,0.732200124,4.039393441,4.040388857,4.040355282,4.037763605,1.574664051,1.591571541,1.597670044,1.570388106,8.108716506,7.669178887,7.549154661,8.198578884,2.659018153,2.667992631,2.659842193,2.663225531,Non-Viable-Tumor
192,Case 3 A17-42739-1928,96,15202,62555,1.449775696,5.965709686,87,0.079816514,84.45977011,0.103791361,693,96,53,41,0.577809924,0.575442164,0.574153332,0.578436819,0.515265365,0.585700294,0.645634621,0.488958435,0.882320111,0.866214853,0.852490008,0.888291609,0.580822098,0.605089174,0.625335484,0.572202343,0.458767849,0.520094972,0.571672512,0.435576852,1.316229556,1.332492066,1.343417769,1.311081109,0.034484819,-0.521383179,-0.501326217,-0.491357468,-0.526781282,0.778390509,0.769595567,0.763717414,0.780815526,0.906022635,0.901150177,0.89693517,0.907678521,3.4982573,3.497370115,3.497339418,3.497407949,1.079350808,1.083298097,1.082463955,1.079897336,8.241333199,8.168192771,8.108127818,8.264541289,2.193846295,2.178270109,2.187663232,2.182889498,Non-Viable-Tumor
193,Case 3 A17-44121-29500,97,14904,89760,1.421356201,8.560180664,50,0.04587156,70.94,0.111937566,694,97,42,42,0.385947103,0.374761906,0.370236093,0.374147183,0.223604118,0.359628027,0.4874626,0.350544809,0.97831908,0.965163852,0.952760061,0.966018663,0.412591207,0.555359369,0.630484515,0.578193882,0.204409494,0.313515081,0.417490497,0.299061571,1.457947704,1.544864488,1.578751158,1.54878443,0.036532558,-0.697446289,-0.620236718,-0.590955695,-0.617519357,0.889309601,0.867041687,0.856944597,0.865854756,0.938335933,0.905267891,0.886638253,0.897713994,5.679751584,5.686582742,5.686548208,5.685751561,1.33922659,1.362947949,1.362095519,1.352882276,20.39380921,20.27638938,20.14853316,20.28026895,5.15822714,5.154400069,5.162178297,5.15701376,Non-Tumor
194,Case 3 A17-45279-32496,98,6913,13039,0.659275055,1.243495941,40,0.036697248,82.4,0.120318946,695,98,4,43,0.911644568,0.909983273,0.910465367,0.910407564,0.076056141,0.133749536,0.119264304,0.107541435,0.948374051,0.908940957,0.918921492,0.927338589,0.141958778,0.171722188,0.167540404,0.160225908,0.074659159,0.130993906,0.116814322,0.105429672,0.329304541,0.344496922,0.341186945,0.339316786,0.004953234,-0.684229214,-0.625765493,-0.635791558,-0.657589143,0.54159799,0.521014227,0.525651994,0.532645299,0.984732254,0.98058636,0.981186316,0.98226438,2.342522841,2.342122,2.342166127,2.34487386,0.292146584,0.295954283,0.294629938,0.294777484,2.866881894,2.803303905,2.818211725,2.852045393,0.743430907,0.730085684,0.745526987,0.743430907,Non-Tumor
195,Case 3 A17-5652-20182,644,14774,37645,1.408958435,3.590106964,141,0.129357798,71.9929078,0.087663551,97,97,222,28,0.726798406,0.708537644,0.701592842,0.713562908,0.961916932,1.311934201,1.448406193,1.151405447,0.679570643,0.560525719,0.514800029,0.615073683,0.55561493,0.630786344,0.653784427,0.606505671,0.86969577,1.163714951,1.276008384,1.025148713,0.898746651,0.941690426,0.955413696,0.926380362,0.136302238,-0.264507521,-0.176278084,-0.149940944,-0.2069423,0.489641158,0.408653975,0.379245351,0.439407812,0.905036205,0.885944401,0.879333199,0.891339987,2.788953462,2.785155227,2.785155227,2.786174897,0.755579161,0.784909808,0.79545142,0.776379694,5.042001352,4.658302695,4.521830703,4.830848403,1.50224339,1.48287587,1.485234207,1.487086302,Non-Tumor
196,Case 3 A17-6827-25257,645,24989,41727,2.383136749,3.97939682,118,0.108256881,80.22033898,0.107452343,98,98,111,29,0.608275264,0.588628867,0.588729921,0.594985591,1.028494391,1.395933199,1.390864327,1.248344339,0.721123011,0.618303268,0.619677214,0.658346116,0.702181741,0.785995659,0.785599838,0.757966693,0.880909472,1.167501284,1.162496596,1.050118628,1.208448278,1.263142779,1.26304651,1.243625481,0.226171533,-0.280102191,-0.197371015,-0.197667282,-0.224390434,0.570534576,0.492718162,0.492868139,0.520443388,0.867261073,0.84358667,0.843420479,0.85086097,3.106533308,3.101434038,3.101434038,3.100645239,1.016342529,1.043622686,1.043423128,1.034471064,6.347471854,5.917282097,5.922350969,6.05811609,1.842996431,1.849504449,1.847510707,1.846763114,Non-Viable-Tumor
197,Case 3 A17-7799-34542,646,180195,337250,17.18473434,32.16266632,409,0.375229358,73.83129584,0.12144512,99,99,94,30,0.279267407,0.229812503,0.21752597,0.223062921,0.279942497,0.513862175,0.662674434,0.574572646,0.960629859,0.92769669,0.906744147,0.919112979,0.513356731,0.700252979,0.766342806,0.732076819,0.241986207,0.403972591,0.511549318,0.445922247,1.644725039,1.816685415,1.867979591,1.842880459,0.08653608,-0.547461621,-0.394271024,-0.348541339,-0.371723803,0.843105167,0.768261606,0.738874036,0.754417884,0.909834872,0.848924818,0.827152594,0.837904019,11.7973102,11.80086451,11.80091631,11.80020163,1.497993036,1.564880045,1.571577352,1.568434832,13.94077535,13.6975628,13.54833373,13.63064524,3.560119807,3.536893357,3.546595489,3.540229483,Non-Tumor
198,Case 3 A17-8146-19462,647,78646,171468,7.500267029,16.35246277,156,0.143119266,80.53205128,0.086440573,100,100,217,31,0.496748939,0.481370398,0.474558266,0.483621897,0.981077069,1.413414284,1.645477298,1.360978055,0.897429288,0.852210617,0.827947647,0.857545446,0.56637882,0.683752762,0.725466676,0.672543526,0.888150483,1.247151341,1.438495642,1.204125376,1.349619409,1.4251742,1.453811411,1.417353769,0.074917767,-0.544732131,-0.462567646,-0.431632592,-0.46985992,0.797471177,0.759123627,0.742484829,0.762712789,0.906206033,0.880509178,0.870803918,0.883188152,4.64630647,4.645391921,4.645384247,4.641770859,1.215136929,1.257600121,1.274828774,1.252575791,18.14866742,17.71375482,17.48167485,17.74616304,4.783752806,4.785878475,4.788507434,4.782151325,Non-Tumor
199,Case 3 A18-10642-28016,648,6446,18224,0.614738464,1.737976074,43,0.039449541,82.6744186,0.096185191,101,101,30,32,0.819888986,0.815375414,0.811614702,0.817718749,0.185342189,0.23984283,0.288149641,0.211753374,0.848080222,0.802767662,0.763041096,0.825977819,0.298016581,0.328703182,0.352689586,0.315388417,0.175658423,0.226186045,0.270650906,0.200019736,0.598317992,0.61836052,0.63399685,0.60850816,0.014946363,-0.48997636,-0.432039613,-0.392210772,-0.456310716,0.567416689,0.538837023,0.517477442,0.551330722,0.959221204,0.953375816,0.948639623,0.955836431,2.422334109,2.420553298,2.420548501,2.42055028,0.52088647,0.52969906,0.536398016,0.525247153,2.254657591,2.192015273,2.14369523,2.221595048,0.60989473,0.604488671,0.604269808,0.604762342,Non-Tumor
200,Case 3 A18-11012-16647,649,38768,92751,3.69720459,8.845424652,243,0.22293578,71.22633745,0.069736804,102,102,272,33,0.61040707,0.598114907,0.588808845,0.601662847,1.324027455,1.703495929,1.962996467,1.541182052,0.810403672,0.754949212,0.717636792,0.778109319,0.609821522,0.68946915,0.726582279,0.662601308,1.184573603,1.495377125,1.704216616,1.358194262,1.167903994,1.213730597,1.238608561,1.196249619,0.126998357,-0.413710827,-0.346673593,-0.312242538,-0.369068,0.675744781,0.632147716,0.607449427,0.647458502,0.893593415,0.874922409,0.864539295,0.880149325,3.695570749,3.687343456,3.687360724,3.685820427,1.022124165,1.047847033,1.065812043,1.039148305,12.64268109,12.19918931,11.9397341,12.34908288,3.495603787,3.487514559,3.495392949,3.488310603,Non-Tumor
201,Case 3 A18-11113-4790,650,111265,235691,10.61105728,22.47724533,286,0.262385321,65.53146853,0.250506406,103,103,193,34,0.109201604,0.104587619,0.107654578,0.112648533,2.956235462,3.180135854,3.012595437,2.75957433,0.465112514,0.424523404,0.454841361,0.500877647,1.416225294,1.447327293,1.423529587,1.387814615,1.693539887,1.772563585,1.712198615,1.603926298,2.621400828,2.643309888,2.627886041,2.602793497,0.289782667,-0.088558021,-0.072800974,-0.084069207,-0.102355662,0.464408957,0.425555509,0.45386004,0.494844081,0.61009806,0.593444069,0.605584005,0.621566471,5.944512886,5.946636788,5.946689549,5.944939474,2.033523923,2.040045958,2.037897608,2.029197193,8.097435382,7.871996124,8.039555599,8.298088181,2.762924084,2.76244959,2.761444791,2.763337373,Non-Viable-Tumor
202,Case 3 A18-13866-37377,651,40198,88494,3.833580017,8.439445496,94,0.086238532,73.32978723,0.133838917,104,104,40,35,0.585544997,0.580897572,0.571215016,0.578582584,0.558065775,0.718156711,0.996498603,0.786063946,0.923476098,0.901261094,0.86300311,0.892007016,0.467457542,0.56088143,0.633856038,0.588364059,0.518030875,0.653676774,0.894535338,0.710770317,1.188022493,1.240504284,1.292139006,1.258306498,0.043991519,-0.58459018,-0.517928092,-0.455933529,-0.497181212,0.791298122,0.761888903,0.731326754,0.7518626,0.930933403,0.912571906,0.897051671,0.906589658,3.984992884,3.977190076,3.97719871,3.978145469,1.063232563,1.083470256,1.113164139,1.090228203,14.02571443,13.82788822,13.54970213,13.77148021,3.636075208,3.641841377,3.622212412,3.634886355,Non-Tumor
203,Case 3 A18-14183-14592,652,17073,86164,1.62820816,8.21723938,94,0.086238532,74.92553191,0.102372427,105,105,247,36,0.323182371,0.295528969,0.303561235,0.309218184,1.380083673,1.817279827,1.696127647,1.591358809,0.491710287,0.330234474,0.37488864,0.413724238,1.029511306,1.13574904,1.109425405,1.083851178,0.976431025,1.211730252,1.15100278,1.093184542,1.884914286,1.950403589,1.935073477,1.920336139,0.112068084,-0.123523081,-0.058193351,-0.073469055,-0.088125388,0.468823473,0.332277557,0.370503604,0.402911609,0.753756441,0.70918376,0.72174314,0.731612228,3.468146463,3.468024569,3.468028406,3.467986732,1.501158791,1.515597153,1.511891087,1.509975068,4.050218059,3.609323145,3.730510105,3.837336362,1.358600248,1.353478802,1.355533203,1.355036631,Non-Viable-Tumor
204,Case 3 A18-16291-27049,653,39041,65036,3.723239899,6.202316284,175,0.160550459,76.25142857,0.096541738,106,106,292,37,0.534121278,0.506424835,0.513905707,0.517900706,1.895565201,2.654356458,2.345187881,2.19658844,0.620861592,0.469173209,0.531002837,0.560728156,0.865849225,0.98125761,0.944241779,0.926123568,1.575430326,2.124264972,1.893060095,1.779489392,1.434540386,1.507712168,1.484140145,1.472837072,0.401225504,-0.216988489,-0.125885639,-0.15519243,-0.16967211,0.54312875,0.428426154,0.47025613,0.488866118,0.827969404,0.792519899,0.803022,0.807733211,3.418095961,3.417975694,3.417975694,3.418186827,1.185647908,1.223745083,1.212312705,1.207474395,8.103743721,7.346461546,7.655664657,7.804454147,2.502323017,2.497018309,2.502000978,2.499568659,Non-Viable-Tumor
205,Case 3 A18-19765-24396,654,14695,39373,1.401424408,3.754901886,94,0.086238532,81.40425532,0.099841478,107,107,222,38,0.645648763,0.611906433,0.614648831,0.619801324,1.012008562,1.505751405,1.47351265,1.355625612,0.584301309,0.381398665,0.394648744,0.442882807,0.663946176,0.776748848,0.768176333,0.749182572,0.872731103,1.249969832,1.227474511,1.133635367,1.057654699,1.123310483,1.11960875,1.108406816,0.152168106,-0.195297818,-0.08289834,-0.089129541,-0.108335437,0.452554705,0.304330228,0.315176,0.345395824,0.871569348,0.836380668,0.839192094,0.844401945,2.814102098,2.813812005,2.813824475,2.813758723,0.879422452,0.917520235,0.914749581,0.909379611,3.856932581,3.36249128,3.394765375,3.510945767,1.215596864,1.21830512,1.215018281,1.216245358,Non-Tumor
206,Case 3 A18-19927-30678,99,100402,251213,9.575080872,23.9575386,196,0.179816514,69.87755102,0.12166098,696,99,176,44,0.285677885,0.256651357,0.249999512,0.251822517,0.27875264,0.419824239,0.425693157,0.411598617,0.733354808,0.598084026,0.592425983,0.607009968,0.595953485,0.711851267,0.726625689,0.714602745,0.212526303,0.300468152,0.294926571,0.287026694,1.728411281,1.845897966,1.862451784,1.85413356,0.02816009,-0.348540665,-0.235346213,-0.219428241,-0.22992641,0.719949719,0.623774335,0.607068951,0.618341178,0.873381869,0.834036992,0.825320635,0.829068899,11.90143223,11.90062747,11.90062555,11.89891191,1.520390573,1.542470624,1.544000161,1.548197913,1.811975177,1.669105493,1.663205498,1.683054491,0.523934096,0.521252181,0.523771726,0.523951882,Non-Tumor
207,Case 3 A18-21774-29686,100,59435,180699,5.6681633,17.23279953,249,0.228440367,76.30522088,0.087847331,697,100,151,45,0.152025852,0.134261525,0.138624993,0.139102042,0.63747341,1.247254281,1.031541353,0.99735056,0.926028092,0.85535154,0.880364505,0.884360333,0.8105535,1.038235364,0.97491955,0.972701792,0.489956093,0.90550386,0.757088075,0.72521703,2.608016254,2.826184696,2.769885273,2.767553513,0.044569582,-0.496297211,-0.371032617,-0.403574067,-0.404621916,0.906236774,0.850988645,0.868075554,0.868586498,0.831212312,0.766314373,0.783555684,0.782600852,6.180136087,6.186499764,6.186497845,6.185443576,2.205711889,2.241866165,2.232568326,2.233673203,16.59706269,15.9971784,16.21289204,16.25184775,4.303736711,4.315403845,4.305640227,4.311713947,Non-Viable-Tumor
208,Case 3 A18-22725-7679,101,66759,123263,6.366634369,11.75527573,475,0.435779817,71.39578947,0.1373895,698,101,371,46,0.071098809,0.065781007,0.063532638,0.071545547,2.354683483,2.719192741,2.939660854,2.34634779,0.524711418,0.450989496,0.406479309,0.526158887,1.366778726,1.427132136,1.459325873,1.364768351,1.278851525,1.426514087,1.523469049,1.281438541,3.170507039,3.217829114,3.23925007,3.167262034,0.147637836,-0.106315678,-0.077544752,-0.064760917,-0.107733356,0.547333426,0.478203634,0.441511615,0.550258917,0.602424097,0.575750933,0.563128454,0.604628303,5.208405707,5.205908056,5.205939713,5.205820351,2.236076579,2.230977218,2.225246486,2.235455878,7.553742204,7.186587494,6.966175412,7.557172753,2.477687708,2.476089074,2.477247312,2.476110321,Non-Viable-Tumor
209,Case 3 A18-26671-8353,102,47811,125083,4.559612274,11.92884445,190,0.174311927,62.62631579,0.16282377,699,102,294,47,0.068732045,0.066947241,0.065224071,0.071476535,2.272303119,2.382227867,2.573568192,2.075789284,0.305509279,0.271939109,0.213463212,0.365308163,1.351041084,1.367982792,1.399317223,1.315038556,1.092868361,1.121299757,1.19385193,1.023127227,3.004805687,3.017152716,3.031676584,2.982835597,0.171109187,-0.035193492,-0.027087681,-0.017591539,-0.049508325,0.319456746,0.28197994,0.228876818,0.374860258,0.569663126,0.557792126,0.544526101,0.586982757,4.689837629,4.689677401,4.689678361,4.690191525,2.039868952,2.032565911,2.018914346,2.052666848,4.271493736,4.161806579,3.970482197,4.465303984,1.636113241,1.635822737,1.636156043,1.635252795,Non-Viable-Tumor
210,Case 3 A18-28050-10869,103,65569,123183,6.253147125,11.74764633,461,0.42293578,80.31887202,0.10644028,700,103,366,48,0.050308354,0.048097423,0.047166128,0.051733971,2.372941663,2.693750534,2.847850382,2.174434531,0.416815279,0.337944467,0.300078234,0.465666479,1.360610089,1.411663172,1.434029105,1.32600754,1.184815307,1.308694886,1.361556277,1.098727572,3.297056641,3.334817816,3.348732199,3.273601291,0.146128457,-0.072277028,-0.050139561,-0.042008812,-0.085976089,0.468028149,0.397013172,0.365879948,0.50480089,0.573386798,0.550349025,0.538840378,0.587300679,6.007713026,6.007185059,6.007229186,6.007531296,2.235441226,2.214725689,2.201670521,2.250203549,5.764930409,5.443771095,5.289770376,5.964419743,2.034028318,2.034022812,2.033196174,2.033905295,Non-Viable-Tumor
211,Case 3 A18-29907-24273,104,11431,73410,1.090145111,7.000923157,88,0.080733945,89.67045455,0.060555999,701,104,276,49,0.114109845,0.119566824,0.101653274,0.120895906,1.443892132,1.287547209,1.96631464,1.204584583,0.570708458,0.617444943,0.415764241,0.642664607,1.164659115,1.116236241,1.282426001,1.097798236,0.827741673,0.761704813,1.051722988,0.700745106,2.670010396,2.633341543,2.742475377,2.624044537,0.096696244,-0.124925533,-0.150733403,-0.074148796,-0.158005074,0.54730393,0.59094665,0.436451474,0.602072017,0.669473658,0.689923172,0.614657771,0.692272898,4.177092579,4.177138083,4.177148635,4.178744414,1.946542819,1.953270355,1.918696701,1.955694033,5.282908656,5.443683038,4.764886927,5.537454282,1.685920209,1.678307114,1.686771151,1.685258633,Non-Viable-Tumor
